Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
1,2,28.0,0,0,0.025374310111545468,0,0,1
1,3,28.0,0,0,0.015834545444608664,1,0,1
1,1,4.0,0,2,0.15977676072337862,1,0,1
1,2,13.0,0,1,0.0380614651673182,0,0,1
1,1,34.0,0,0,0.051822148727810165,1,0,1
1,3,5.0,2,1,0.03758969818624431,0,0,0
1,1,52.0,0,0,0.05953203526170282,1,0,1
0,2,36.0,1,2,0.05416439273810667,1,0,1
0,3,28.0,1,0,0.03897240290032268,1,0,1
0,1,30.0,0,0,0.05416439273810667,1,0,0
1,1,49.0,1,0,0.17391981561855152,1,0,0
0,3,28.0,0,0,0.015712553569072387,1,0,1
1,3,29.0,0,0,0.015411575213749284,1,0,0
0,1,65.0,0,0,0.051822148727810165,1,0,1
1,1,28.0,1,0,0.10122885832000206,0,0,1
1,2,50.0,0,0,0.020494635090094415,0,0,1
0,3,28.0,0,0,0.015126992566498259,1,1,0
1,1,48.0,0,0,0.051822148727810165,1,0,1
0,3,34.0,0,0,0.015712553569072387,1,0,1
0,1,47.0,0,0,0.07514699533034619,1,0,1
0,2,48.0,0,0,0.025374310111545468,1,0,1
0,3,28.0,0,0,0.015712553569072387,1,0,1
0,3,38.0,0,0,0.013760683560491965,1,0,1
0,2,28.0,0,0,0.0,1,0,1
0,1,56.0,0,0,0.051822148727810165,1,0,1
0,3,28.0,0,0,0.015078195816283748,1,1,0
1,3,0.75,2,1,0.03758969818624431,0,0,0
0,3,28.0,0,0,0.014151057562208049,1,0,1
0,3,38.0,0,0,0.016908073949327893,1,0,1
1,2,33.0,1,2,0.05416439273810667,0,0,1
1,2,23.0,0,0,0.026919605597338588,0,0,0
0,3,22.0,0,0,0.019201521209409888,0,0,1
0,1,28.0,0,0,0.10149724044618187,1,0,1
0,2,34.0,1,0,0.04098927018018883,1,0,1
0,3,29.0,1,0,0.013752485706455927,1,0,1
0,3,22.0,0,0,0.014679623960531627,1,0,1
1,3,2.0,0,1,0.023983602730431916,0,0,1
0,3,9.0,5,2,0.09154270340242172,1,0,1
0,2,28.0,0,0,0.0,1,0,1
0,3,50.0,0,0,0.015712553569072387,1,0,1
1,3,63.0,0,0,0.018713553707264782,0,0,1
1,1,25.0,1,0,0.17777475888549785,1,0,0
0,3,28.0,3,1,0.04970768794751499,0,0,1
1,1,35.0,1,0,0.17566830077223786,0,0,1
0,1,58.0,0,0,0.057970539254838485,1,0,0
0,3,30.0,0,0,0.015712553569072387,1,0,1
1,3,9.0,1,1,0.031034733136428686,1,0,1
0,3,28.0,1,0,0.03897240290032268,1,0,1
0,3,21.0,0,0,0.014151057562208049,1,0,1
0,1,55.0,0,0,0.05953203526170282,1,0,1
0,1,71.0,0,0,0.09662576327876685,1,0,0
0,3,21.0,0,0,0.015712553569072387,1,0,1
0,3,28.0,0,0,0.028220722145058292,1,0,0
1,1,54.0,1,0,0.1527664244005612,0,0,0
0,3,28.0,0,0,0.029473237129564348,1,0,1
0,1,25.0,1,2,0.29580589980036276,0,0,1
0,3,24.0,0,0,0.015216388212891242,1,0,1
0,3,17.0,0,0,0.016908073949327893,1,0,1
0,3,21.0,0,0,0.015126992566498259,0,1,0
0,3,28.0,0,0,0.014891206669461744,0,1,0
0,3,37.0,0,0,0.018713553707264782,0,0,1
1,1,16.0,0,0,0.16883675574220638,0,0,1
0,1,18.0,1,0,0.2125586439344078,1,0,0
1,2,33.0,0,2,0.050748620223090936,0,0,1
1,1,28.0,0,0,0.051822148727810165,1,0,1
0,3,28.0,0,0,0.04396587194327397,1,0,1
1,3,26.0,0,0,0.11027245763075773,1,0,1
1,3,29.0,0,0,0.015126992566498259,1,1,0
0,3,28.0,0,0,0.015712553569072387,1,0,1
1,1,36.0,0,0,0.05130978285055781,1,0,1
1,1,54.0,1,0,0.11594107850967697,0,0,0
0,3,24.0,0,0,0.014630827210317115,1,0,1
0,1,47.0,0,0,0.06640417918791278,1,0,1
1,2,34.0,0,0,0.020494635090094415,0,0,1
0,3,28.0,0,0,0.04713766070721715,1,1,0
1,2,36.0,1,0,0.050748620223090936,0,0,1
0,3,32.0,0,0,0.015411575213749284,1,0,1
1,1,30.0,0,0,0.18249984580226933,0,0,1
0,3,22.0,0,0,0.015411575213749284,1,0,1
0,3,28.0,0,0,0.014102260811993537,1,0,0
1,1,44.0,0,1,0.11316786160148591,0,0,0
0,3,28.0,0,0,0.014110458666029575,1,0,0
0,3,40.5,0,0,0.015126992566498259,1,1,0
1,2,50.0,0,0,0.020494635090094415,0,0,1
0,1,28.0,0,0,0.4328841690069588,1,0,1
0,3,39.0,0,0,0.015468569817999833,1,0,1
0,2,23.0,2,1,0.022446505098674834,1,0,1
1,2,2.0,1,1,0.050748620223090936,0,0,1
0,3,28.0,0,0,0.014110458666029575,1,0,0
0,3,17.0,1,1,0.014110458666029575,1,0,0
1,3,28.0,0,2,0.04364049521284361,0,0,0
0,3,30.0,0,0,0.016908073949327893,0,0,1
1,2,7.0,0,2,0.05123658772523604,0,0,1
0,1,45.0,0,0,0.051822148727810165,1,0,1
1,1,30.0,0,0,0.20772776566317125,0,0,0
0,3,28.0,0,0,0.028302115124416098,1,0,1
1,1,22.0,0,2,0.09661756542473081,0,0,0
1,1,36.0,0,2,0.13858277060920984,0,0,1
0,3,9.0,4,2,0.06104473451835265,0,0,1
0,3,11.0,4,2,0.06104473451835265,0,0,1
1,2,32.0,1,0,0.050748620223090936,1,0,1
0,1,50.0,1,0,0.20772776566317125,1,0,0
0,1,64.0,0,0,0.050748620223090936,1,0,1
1,2,19.0,1,0,0.050748620223090936,0,0,1
1,2,28.0,0,0,0.02705779799394608,1,0,0
0,3,33.0,1,1,0.04006213192611313,1,0,1
1,2,8.0,1,1,0.07173122281533045,1,0,1
1,1,17.0,0,2,0.21642978772242535,1,0,0
0,2,27.0,0,0,0.050748620223090936,1,0,1
0,3,28.0,0,0,0.015281580671177828,1,1,0
1,3,22.0,0,0,0.014102260811993537,1,0,0
1,3,22.0,0,0,0.015175789316712771,0,0,1
0,1,62.0,0,0,0.051822148727810165,1,0,1
1,1,48.0,1,0,0.07729405233978466,0,0,0
0,1,28.0,0,0,0.4440992237022602,1,0,0
1,1,39.0,1,1,0.1554664461834305,0,0,1
1,3,36.0,1,0,0.033962538149299316,0,0,1
0,3,28.0,0,0,0.015126992566498259,1,1,0
0,3,40.0,0,0,0.015411575213749284,1,0,1
0,2,28.0,0,0,0.026350245115835676,1,0,1
0,3,28.0,0,0,0.015712553569072387,1,0,1
0,3,28.0,0,0,0.015712553569072387,0,0,1
0,3,24.0,2,0,0.04713766070721715,1,0,1
0,3,19.0,0,0,0.015411575213749284,1,0,1
0,3,29.0,0,4,0.04113566043083236,0,0,1
0,3,28.0,0,0,0.014110458666029575,1,0,0
1,3,32.0,0,0,0.015330377421392339,1,0,1
1,2,62.0,0,0,0.020494635090094415,1,0,1
1,1,53.0,2,0,0.10048070654571319,0,0,1
1,1,36.0,0,0,0.051504969851415845,1,0,1
1,3,28.0,0,0,0.015126992566498259,0,1,0
0,3,16.0,0,0,0.015712553569072387,1,0,1
0,3,19.0,0,0,0.028302115124416098,1,0,1
1,2,34.0,0,0,0.025374310111545468,0,0,1
1,1,39.0,1,0,0.1091095334796455,0,0,1
0,3,28.0,1,0,0.028220722145058292,0,0,0
1,3,32.0,0,0,0.015468569817999833,1,0,1
1,2,25.0,1,1,0.05855610025741261,0,0,1
1,1,39.0,1,1,0.21642978772242535,0,0,0
0,2,54.0,0,0,0.050748620223090936,1,0,1
0,1,36.0,0,0,0.07831878409428937,1,0,0
0,3,28.0,0,0,0.017005667449756914,1,0,0
1,1,18.0,0,2,0.1554664461834305,0,0,1
0,2,47.0,0,0,0.029278050128706306,1,0,1
1,1,60.0,1,1,0.15458810467956932,1,0,0
0,3,22.0,0,0,0.015712553569072387,1,0,1
0,3,28.0,0,0,0.015712553569072387,1,0,1
0,3,35.0,0,0,0.013907073811135496,1,0,1
1,1,52.0,1,0,0.1527664244005612,0,0,0
0,3,47.0,0,0,0.014151057562208049,1,0,1
0,3,28.0,0,2,0.015126992566498259,0,1,0
0,2,37.0,1,0,0.050748620223090936,1,0,1
0,3,36.0,1,1,0.04713766070721715,1,0,1
1,2,28.0,0,0,0.06441171028315387,0,0,1
0,3,49.0,0,0,0.0,1,0,1
0,3,28.0,0,0,0.014102260811993537,1,0,0
1,1,49.0,1,0,0.11111839809247648,1,0,0
1,2,24.0,2,1,0.05270049023167135,0,0,1
0,3,28.0,0,0,0.015411575213749284,1,0,1
0,1,28.0,0,0,0.08275928836380983,1,0,1
0,3,44.0,0,0,0.015712553569072387,1,0,1
1,1,35.0,0,0,0.051822148727810165,1,0,0
0,3,36.0,1,0,0.030351578633425542,1,0,1
0,3,30.0,0,0,0.015411575213749284,1,0,1
1,1,27.0,0,0,0.05953203526170282,1,0,1
1,2,22.0,1,2,0.08115719346076702,0,0,0
1,1,40.0,0,0,0.2995388511917728,0,0,1
0,3,39.0,1,5,0.06104473451835265,0,0,1
0,3,28.0,0,0,0.013760683560491965,1,0,1
1,3,28.0,1,0,0.030253985132996517,0,1,0
0,3,28.0,0,0,0.015126992566498259,1,1,0
0,3,35.0,0,0,0.015712553569072387,1,0,1
1,2,24.0,1,2,0.12687155055772734,0,0,1
0,3,34.0,1,1,0.028106928123558056,1,0,1
0,3,26.0,1,0,0.031425107138144774,0,0,1
1,2,4.0,2,1,0.0761229303346364,0,0,1
0,2,26.0,0,0,0.020494635090094415,1,0,1
0,3,27.0,1,0,0.028212719478023115,1,0,0
1,1,42.0,1,0,0.10257896680493714,1,0,1
1,3,20.0,1,1,0.030725752114070404,1,0,0
0,3,21.0,0,0,0.015330377421392339,1,0,1
0,3,21.0,0,0,0.031425107138144774,1,0,1
0,1,61.0,0,0,0.06308600017332605,1,0,1
0,2,57.0,0,0,0.024105594605968193,1,1,0
1,1,21.0,0,0,0.15216446768991498,0,0,1
0,3,26.0,0,0,0.015411575213749284,1,0,1
0,3,28.0,0,0,0.015094396337354966,1,1,0
1,1,80.0,0,0,0.05855610025741261,1,0,1
0,3,51.0,0,0,0.013768881414528002,1,0,1
1,1,32.0,0,0,0.05953203526170282,1,0,0
0,1,28.0,0,0,0.0,1,0,1
0,3,9.0,3,2,0.05445717323939373,0,0,1
1,2,28.0,0,0,0.025374310111545468,0,0,1
0,3,32.0,0,0,0.015468569817999833,1,0,1
0,2,31.0,1,1,0.05123658772523604,1,0,1
0,3,41.0,0,5,0.07746484096553544,0,0,1
0,3,28.0,1,0,0.031425107138144774,1,0,1
0,3,20.0,0,0,0.015330377421392339,1,0,1
1,1,24.0,0,0,0.13526459159462315,0,0,0
0,3,2.0,3,2,0.05445717323939373,0,0,1
1,3,28.0,0,0,0.11027245763075773,1,0,1
1,3,0.75,2,1,0.03758969818624431,0,0,0
1,1,48.0,1,0,0.1497654242623688,1,0,0
0,3,19.0,0,0,0.015411575213749284,1,0,1
1,1,56.0,0,0,0.06929138530460492,1,0,0
0,3,28.0,0,0,0.014736618564782174,1,0,1
1,3,23.0,0,0,0.014736618564782174,0,0,1
0,3,28.0,0,0,0.015411575213749284,1,0,1
1,2,18.0,0,1,0.04489301019734967,0,0,1
0,3,21.0,0,0,0.01646070534336126,1,0,1
1,3,28.0,0,0,0.015281580671177828,0,1,0
0,3,18.0,0,0,0.013175122557917838,0,1,0
0,2,24.0,2,0,0.1434624456306609,1,0,1
0,3,28.0,0,0,0.015411575213749284,1,0,1
0,3,32.0,1,1,0.030253985132996517,0,1,0
0,2,23.0,0,0,0.025374310111545468,1,0,1
0,1,58.0,0,2,0.22109807522194713,1,0,0
1,1,50.0,2,0,0.2608674266467732,1,0,1
0,3,40.0,0,0,0.014102260811993537,1,0,0
0,1,47.0,0,0,0.04994347384455151,1,0,1
0,3,36.0,0,0,0.014630827210317115,1,0,1
1,3,20.0,1,0,0.015468569817999833,1,0,1
0,2,32.0,2,0,0.1434624456306609,1,0,1
0,2,25.0,0,0,0.025374310111545468,1,0,1
0,3,28.0,0,0,0.015175789316712771,1,0,1
0,3,43.0,0,0,0.015712553569072387,1,0,1
1,1,28.0,1,0,0.10149724044618187,0,0,1
1,2,40.0,1,1,0.0761229303346364,0,0,1
0,1,31.0,1,0,0.10149724044618187,1,0,1
0,2,70.0,0,0,0.020494635090094415,1,0,1
1,2,31.0,0,0,0.025374310111545468,1,0,1
0,2,28.0,0,0,0.0,1,0,1
0,3,18.0,0,0,0.015175789316712771,1,0,1
0,3,24.5,0,0,0.015712553569072387,1,0,1
1,3,18.0,0,0,0.019209719063445922,0,0,1
0,3,43.0,1,6,0.09154270340242172,0,0,1
1,1,36.0,0,1,1.0,1,0,0
0,3,28.0,0,0,0.01588334219482317,0,1,0
1,1,27.0,0,0,0.1497654242623688,1,0,0
0,3,20.0,0,0,0.01800600082915438,1,0,1
0,3,14.0,5,2,0.09154270340242172,1,0,1
0,2,60.0,1,1,0.0761229303346364,1,0,1
0,2,25.0,1,2,0.08115719346076702,1,0,0
0,3,14.0,4,1,0.07746484096553544,1,0,1
0,3,19.0,0,0,0.019852079483269742,1,0,1
0,3,18.0,0,0,0.015216388212891242,1,0,1
1,1,15.0,0,1,0.41250332793836464,0,0,1
1,1,31.0,1,0,0.11125659048908397,1,0,1
1,3,4.0,0,1,0.026187654344120927,0,0,0
1,3,28.0,0,0,0.11027245763075773,1,0,1
0,3,25.0,0,0,0.014102260811993537,1,0,0
0,1,60.0,0,0,0.051822148727810165,1,0,1
0,2,52.0,0,0,0.026350245115835676,1,0,1
0,3,44.0,0,0,0.015712553569072387,1,0,1
1,3,28.0,0,0,0.015094396337354966,0,1,0
0,1,49.0,1,1,0.21642978772242535,1,0,0
0,3,42.0,0,0,0.014931805565640218,1,0,1
1,1,18.0,1,0,0.4440992237022602,0,0,0
1,1,35.0,0,0,0.05130978285055781,1,0,1
0,3,18.0,0,1,0.028212719478023115,0,0,0
0,3,25.0,0,0,0.01511079204542704,1,1,0
0,3,26.0,1,0,0.015330377421392339,1,0,1
0,2,39.0,0,0,0.050748620223090936,1,0,1
1,2,45.0,0,0,0.026350245115835676,0,0,1
1,1,42.0,0,0,0.05130978285055781,1,0,1
1,1,22.0,0,0,0.29580589980036276,0,0,1
1,3,28.0,1,1,0.029757819776815374,1,0,0
1,1,24.0,0,0,0.09662576327876685,0,0,0
0,1,28.0,0,0,0.051822148727810165,1,0,1
1,1,48.0,1,0,0.10149724044618187,1,0,1
0,3,29.0,0,0,0.018510168852370702,1,0,1
0,2,52.0,0,0,0.025374310111545468,1,0,1
0,3,19.0,0,0,0.014931805565640218,1,0,1
1,1,38.0,0,0,0.4440992237022602,0,0,0
1,2,27.0,0,0,0.020494635090094415,0,0,1
0,3,28.0,0,0,0.030253985132996517,1,1,0
0,3,33.0,0,0,0.015175789316712771,1,0,1
1,2,6.0,0,1,0.06441171028315387,0,0,1
0,3,17.0,1,0,0.013768881414528002,1,0,1
0,2,34.0,0,0,0.025374310111545468,1,0,1
0,2,50.0,0,0,0.025374310111545468,1,0,1
1,1,27.0,1,0,0.10364429745562033,1,0,1
0,3,20.0,0,0,0.016908073949327893,1,0,1
1,2,30.0,3,0,0.04098927018018883,0,0,1
1,3,28.0,0,0,0.015102594191391002,0,1,0
0,2,25.0,1,0,0.050748620223090936,1,0,1
0,3,25.0,1,0,0.015468569817999833,0,0,1
1,1,29.0,0,0,0.41250332793836464,0,0,1
0,3,11.0,0,0,0.036670757786204655,1,0,0
0,2,28.0,0,0,0.0,1,0,1
0,2,23.0,0,0,0.025374310111545468,1,0,1
0,2,23.0,0,0,0.025374310111545468,1,0,1
0,3,28.5,0,0,0.031425107138144774,1,0,1
0,3,48.0,1,3,0.06709553154495196,0,0,1
1,1,35.0,0,0,1.0,1,0,0
0,3,28.0,0,0,0.015411575213749284,1,0,1
0,3,28.0,0,0,0.015411575213749284,1,0,1
1,1,28.0,0,0,0.05855610025741261,1,0,1
0,1,36.0,1,0,0.15390495017656614,1,0,1
1,1,21.0,2,2,0.5121218935012878,0,0,0
0,3,24.0,1,0,0.031425107138144774,1,0,1
1,3,31.0,0,0,0.015468569817999833,1,0,1
0,1,70.0,1,1,0.13858277060920984,1,0,1
0,3,16.0,1,1,0.03952536767375352,1,0,1
1,2,30.0,0,0,0.025374310111545468,0,0,1
0,1,19.0,1,0,0.10364429745562033,1,0,1
0,3,31.0,0,0,0.015126992566498259,1,1,0
1,2,4.0,1,1,0.04489301019734967,0,0,1
1,3,6.0,0,1,0.024349578357040744,1,0,1
0,3,33.0,0,0,0.018542765081513996,1,0,1
0,3,23.0,0,0,0.015411575213749284,1,0,1
1,2,48.0,1,2,0.12687155055772734,0,0,1
1,2,0.67,1,1,0.028302115124416098,1,0,1
0,3,28.0,0,0,0.015216388212891242,1,0,1
0,2,18.0,0,0,0.022446505098674834,1,0,1
0,3,34.0,0,0,0.015712553569072387,1,0,1
1,1,33.0,0,0,0.16883675574220638,0,0,1
0,3,28.0,0,0,0.028302115124416098,1,0,1
0,3,41.0,0,0,0.013907073811135496,1,0,1
1,3,20.0,0,0,0.014110458666029575,1,0,0
1,1,36.0,1,2,0.23422440102965045,0,0,1
0,3,16.0,0,0,0.015175789316712771,1,0,1
1,1,51.0,1,0,0.15216446768991498,0,0,1
0,1,28.0,0,0,0.07729405233978466,1,0,0
0,3,30.5,0,0,0.015126992566498259,0,1,0
0,3,28.0,1,0,0.04713766070721715,1,1,0
0,3,32.0,0,0,0.016322512946753766,1,0,1
0,3,24.0,0,0,0.018542765081513996,1,0,1
0,3,48.0,0,0,0.015330377421392339,1,0,1
0,2,57.0,0,0,0.020494635090094415,0,0,1
0,3,28.0,0,0,0.014102260811993537,1,0,0
1,2,54.0,1,3,0.04489301019734967,0,0,1
0,3,18.0,0,0,0.015126992566498259,1,0,1
0,3,28.0,0,0,0.015126992566498259,1,1,0
1,3,5.0,0,0,0.024349578357040744,0,0,1
0,3,28.0,0,0,0.015102594191391002,1,1,0
1,1,43.0,0,1,0.41250332793836464,0,0,1
1,3,13.0,0,0,0.014110458666029575,0,0,0
1,1,17.0,1,0,0.11125659048908397,0,0,1
0,1,29.0,0,0,0.05855610025741261,1,0,1
0,3,28.0,1,2,0.04577135170121086,1,0,1
0,3,25.0,0,0,0.013760683560491965,1,0,1
0,3,25.0,0,0,0.014151057562208049,1,0,1
1,3,18.0,0,0,0.014630827210317115,0,0,1
0,3,8.0,4,1,0.056848213999904744,1,1,0
1,3,1.0,1,2,0.04015972542654215,1,0,1
0,1,46.0,0,0,0.15458810467956932,1,0,0
0,3,28.0,0,0,0.015126992566498259,1,1,0
0,2,16.0,0,0,0.050748620223090936,1,0,1
0,3,28.0,8,2,0.13575255909676823,0,0,1
0,1,28.0,0,0,0.05991421140938287,1,0,0
0,3,25.0,0,0,0.015411575213749284,1,0,1
0,2,39.0,0,0,0.025374310111545468,1,0,1
1,1,49.0,0,0,0.050610427826483444,0,0,1
1,3,31.0,0,0,0.016948672845506364,0,0,1
0,3,30.0,0,0,0.014110458666029575,1,0,0
0,3,30.0,1,1,0.04713766070721715,0,0,1
0,2,34.0,0,0,0.025374310111545468,1,0,1
1,2,31.0,1,1,0.05123658772523604,0,0,1
1,1,11.0,1,2,0.23422440102965045,1,0,1
1,3,0.42,0,1,0.016623491302076868,1,0,0
1,3,27.0,0,0,0.013614293309848433,1,0,1
0,3,31.0,0,0,0.015175789316712771,1,0,1
0,1,39.0,0,0,0.0,1,0,1
0,3,18.0,0,0,0.015175789316712771,0,0,1
0,2,39.0,0,0,0.025374310111545468,1,0,1
1,1,33.0,1,0,0.10364429745562033,0,0,1
0,3,26.0,0,0,0.015395374692678068,1,0,1
0,3,39.0,0,0,0.04713766070721715,1,0,1
0,2,35.0,0,0,0.020494635090094415,1,0,1
0,3,6.0,4,2,0.06104473451835265,0,0,1
0,3,30.5,0,0,0.015712553569072387,1,0,1
0,1,28.0,0,0,0.0,1,0,1
0,3,23.0,0,0,0.015468569817999833,0,0,1
0,2,31.0,1,1,0.07222738817151159,1,0,0
0,3,43.0,0,0,0.012589561555343713,1,0,1
0,3,10.0,3,2,0.05445717323939373,1,0,1
1,1,52.0,1,1,0.18249984580226933,0,0,1
1,3,27.0,0,0,0.016908073949327893,1,0,1
0,1,38.0,0,0,0.0,1,0,1
1,3,27.0,0,1,0.024349578357040744,0,0,1
0,3,2.0,4,1,0.07746484096553544,1,0,1
0,3,28.0,0,0,0.013565496559633922,1,1,0
0,3,28.0,0,0,0.11027245763075773,1,0,1
1,2,1.0,0,2,0.07222738817151159,1,0,0
1,3,28.0,0,0,0.015126992566498259,1,1,0
1,1,62.0,0,0,0.15614960068643363,0,0,0
1,3,15.0,1,0,0.028212719478023115,0,0,0
1,2,0.83,1,1,0.03659756266088288,1,0,1
0,3,28.0,0,0,0.014110458666029575,1,0,0
0,3,23.0,0,0,0.015330377421392339,1,0,1
0,3,18.0,0,0,0.016200521071217493,1,0,1
1,1,39.0,1,1,0.16231419173453318,0,0,0
0,3,21.0,0,0,0.016908073949327893,1,0,1
0,3,28.0,0,0,0.015712553569072387,1,0,1
1,3,32.0,0,0,0.11027245763075773,1,0,1
1,1,28.0,0,0,0.057970539254838485,1,0,0
0,3,20.0,0,0,0.015468569817999833,1,0,1
0,2,16.0,0,0,0.020494635090094415,1,0,1
1,1,30.0,0,0,0.060507970265993034,0,0,0
0,3,34.5,0,0,0.012565163180236457,1,0,0
0,3,17.0,0,0,0.016908073949327893,1,0,1
0,3,42.0,0,0,0.014736618564782174,1,0,1
0,3,28.0,8,2,0.13575255909676823,1,0,1
0,3,35.0,0,0,0.015411575213749284,1,0,0
0,2,28.0,0,1,0.06441171028315387,1,0,1
1,1,28.0,1,0,0.17391981561855152,0,0,0
0,3,4.0,4,2,0.06104473451835265,1,0,1
0,3,74.0,0,0,0.015175789316712771,1,0,1
0,3,9.0,1,1,0.029757819776815374,0,0,0
1,1,16.0,0,1,0.07690367833806856,0,0,1
0,2,44.0,1,0,0.050748620223090936,0,0,1
1,3,18.0,0,1,0.01824998458022693,0,0,1
1,1,45.0,1,1,0.32179836714362564,0,0,1
1,1,51.0,0,0,0.051822148727810165,1,0,1
1,3,24.0,0,3,0.03758969818624431,0,0,0
0,3,28.0,0,0,0.014110458666029575,1,0,0
0,3,41.0,2,0,0.027537567642055148,1,0,1
0,2,21.0,1,0,0.022446505098674834,1,0,1
1,1,48.0,0,0,0.050610427826483444,0,0,1
0,3,28.0,8,2,0.13575255909676823,0,0,1
0,2,24.0,0,0,0.025374310111545468,1,0,1
1,2,42.0,0,0,0.025374310111545468,0,0,1
1,2,27.0,1,0,0.027049600139910042,0,0,0
0,1,31.0,0,0,0.09856123757927521,1,0,1
0,3,28.0,0,0,0.018542765081513996,1,0,1
1,3,4.0,1,1,0.021730754366528396,1,0,1
0,3,26.0,0,0,0.015411575213749284,1,0,1
1,1,47.0,1,1,0.10257896680493714,0,0,1
0,1,33.0,0,0,0.009759350042902102,1,0,1
0,3,47.0,0,0,0.017566830077223785,1,0,1
1,2,28.0,1,0,0.04684488020593009,0,0,0
1,3,15.0,0,0,0.014102260811993537,0,0,0
0,3,20.0,0,0,0.019217721730481106,1,0,1
0,3,19.0,0,0,0.015411575213749284,1,0,1
0,3,28.0,0,0,0.015411575213749284,1,0,1
1,1,56.0,0,1,0.16231419173453318,0,0,0
1,2,25.0,0,1,0.050748620223090936,0,0,1
0,3,33.0,0,0,0.015411575213749284,1,0,1
0,3,22.0,0,0,0.02052723131923771,0,0,1
0,2,28.0,0,0,0.020494635090094415,1,0,1
0,3,25.0,0,0,0.013760683560491965,1,0,1
0,3,39.0,0,5,0.056848213999904744,0,1,0
0,2,27.0,0,0,0.025374310111545468,1,0,1
1,1,19.0,0,0,0.05855610025741261,0,0,1
0,3,28.0,1,2,0.04577135170121086,0,0,1
1,1,26.0,0,0,0.05855610025741261,1,0,0
0,3,32.0,0,0,0.015126992566498259,1,1,0
